Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Agoura Hills city,2003,Annual,"11,900","11,600",400,3%,N,Final
Sub-County Place,Alameda city,2003,Annual,"39,900","38,000","1,800",4.6%,N,Final
Sub-County Place,Alamo CDP,2003,Annual,"7,500","7,300",200,2.2%,N,Final
Sub-County Place,Albany city,2003,Annual,"9,100","8,900",300,2.9%,N,Final
Sub-County Place,Alhambra city,2003,Annual,"44,300","41,600","2,600",6%,N,Final
Sub-County Place,Aliso Viejo city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Alondra Park CDP,2003,Annual,"4,300","3,900",300,7.5%,N,Final
Sub-County Place,Alpaugh CDP,2003,Annual,300,200,100,31.7%,N,Final
Sub-County Place,Alpine Village CDP,2003,Annual,100,100,0,10.6%,N,Final
Sub-County Place,Alta Sierra CDP,2003,Annual,"3,100","2,900",100,4.3%,N,Final
Sub-County Place,Altadena CDP,2003,Annual,"23,400","22,300","1,100",4.8%,N,Final
Sub-County Place,Alturas city,2003,Annual,"1,300","1,100",200,12.1%,N,Final
Sub-County Place,Amador City city,2003,Annual,100,100,0,0%,N,Final
Sub-County Place,American Canyon city,2003,Annual,"5,300","4,900",400,7.9%,N,Final
Sub-County Place,Anaheim city,2003,Annual,"167,700","157,400","10,300",6.1%,N,Final
Sub-County Place,Anderson city,2003,Annual,"4,400","4,000",400,9.4%,N,Final
Sub-County Place,Angels city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Angwin CDP,2003,Annual,"1,500","1,500",0,0%,N,Final
Sub-County Place,Antelope CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Antioch city,2003,Annual,"47,400","44,100","3,300",6.9%,N,Final
Sub-County Place,Apple Valley town,2003,Annual,"24,200","22,600","1,700",6.8%,N,Final
Sub-County Place,Aptos CDP,2003,Annual,"5,700","5,500",200,2.9%,N,Final
Sub-County Place,Aptos Hills-Larkin Valley CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Arbuckle CDP,2003,Annual,"1,400","1,100",300,22.1%,N,Final
Sub-County Place,Arcadia city,2003,Annual,"27,300","26,300","1,100",3.9%,N,Final
Sub-County Place,Arcata city,2003,Annual,"8,800","8,200",600,6.4%,N,Final
Sub-County Place,Arden-Arcade CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Armona CDP,2003,Annual,"1,700","1,400",300,15.8%,N,Final
Sub-County Place,Arnold CDP,2003,Annual,"2,100","2,000",100,5.7%,N,Final
Sub-County Place,Aromas CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Arroyo Grande city,2003,Annual,"8,500","8,100",400,4.8%,N,Final
Sub-County Place,Artesia city,2003,Annual,"8,000","7,600",400,5%,N,Final
Sub-County Place,Arvin city,2003,Annual,"5,400","3,900","1,500",27.9%,N,Final
Sub-County Place,Ashland CDP,2003,Annual,"10,200","9,400",800,7.9%,N,Final
Sub-County Place,Atascadero city,2003,Annual,"14,400","13,800",500,3.8%,N,Final
Sub-County Place,Atherton town,2003,Annual,"3,000","2,900",100,3.2%,N,Final
Sub-County Place,Atwater city,2003,Annual,"11,400","10,000","1,300",11.7%,N,Final
Sub-County Place,Auberry CDP,2003,Annual,"1,000",900,100,9.5%,N,Final
Sub-County Place,Auburn city,2003,Annual,"7,700","7,400",300,4.1%,N,Final
Sub-County Place,August CDP,2003,Annual,"3,500","3,000",600,16.1%,N,Final
Sub-County Place,Avalon city,2003,Annual,"1,900","1,800",100,3.2%,N,Final
Sub-County Place,Avenal city,2003,Annual,"3,700","3,000",700,18.7%,N,Final
Sub-County Place,Avery CDP,2003,Annual,400,300,0,9.6%,N,Final
Sub-County Place,Avocado Heights CDP,2003,Annual,"6,500","6,100",400,5.9%,N,Final
Sub-County Place,Azusa city,2003,Annual,"20,600","19,100","1,600",7.6%,N,Final
Sub-County Place,Bakersfield city,2003,Annual,"131,900","122,500","9,400",7.1%,N,Final
Sub-County Place,Baldwin Park city,2003,Annual,"32,100","29,300","2,800",8.8%,N,Final
Sub-County Place,Banning city,2003,Annual,"9,800","9,100",700,7.5%,N,Final
Sub-County Place,Barstow city,2003,Annual,"9,700","9,000",800,7.9%,N,Final
Sub-County Place,Bay Point CDP,2003,Annual,"10,600","9,300","1,300",12.2%,N,Final
Sub-County Place,Bayview CDP (Contra Costa County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Bayview CDP (Humboldt County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Beale AFB CDP,2003,Annual,"1,100",900,100,13.7%,N,Final
Sub-County Place,Bear Valley CDP (Alpine County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Bear Valley Springs CDP,2003,Annual,"2,000","1,900",100,2.6%,N,Final
Sub-County Place,Beaumont city,2003,Annual,"5,700","5,300",400,7.4%,N,Final
Sub-County Place,Beckwourth CDP,2003,Annual,200,100,0,14.8%,N,Final
Sub-County Place,Belden CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Bell city,2003,Annual,"15,300","13,800","1,400",9.3%,N,Final
Sub-County Place,Bell Gardens city,2003,Annual,"16,500","14,700","1,900",11.3%,N,Final
Sub-County Place,Bellflower city,2003,Annual,"35,400","32,900","2,500",7.1%,N,Final
Sub-County Place,Belmont city,2003,Annual,"14,200","13,500",700,4.9%,N,Final
Sub-County Place,Ben Lomond CDP,2003,Annual,"1,500","1,400",0,3.1%,N,Final
Sub-County Place,Benicia city,2003,Annual,"16,400","15,800",600,3.8%,N,Final
Sub-County Place,Berkeley city,2003,Annual,"58,400","54,600","3,800",6.5%,N,Final
Sub-County Place,Bermuda Dunes CDP,2003,Annual,"3,800","3,700",100,2.9%,N,Final
Sub-County Place,Bertsch-Oceanview CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Bethel Island CDP,2003,Annual,"1,300","1,100",100,11.9%,N,Final
Sub-County Place,Beverly Hills city,2003,Annual,"18,800","17,900",900,4.8%,N,Final
Sub-County Place,Big Bear City CDP,2003,Annual,"3,400","3,300",100,3.3%,N,Final
Sub-County Place,Big Bear Lake city,2003,Annual,"2,900","2,800",100,4.5%,N,Final
Sub-County Place,Big Pine CDP,2003,Annual,700,600,0,6.2%,N,Final
Sub-County Place,Big River CDP,2003,Annual,500,500,0,7.1%,N,Final
Sub-County Place,Biggs city,2003,Annual,800,700,100,10.3%,N,Final
Sub-County Place,Biola CDP,2003,Annual,500,500,100,13.8%,N,Final
Sub-County Place,Bishop city,2003,Annual,"1,800","1,800",100,5.1%,N,Final
Sub-County Place,Blackhawk CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Bloomington CDP,2003,Annual,"7,500","6,900",600,8.5%,N,Final
Sub-County Place,Blue Lake city,2003,Annual,600,600,0,6.8%,N,Final
Sub-County Place,Bluewater CDP,2003,Annual,100,100,0,13.3%,N,Final
Sub-County Place,Blythe city,2003,Annual,"6,000","5,500",500,7.9%,N,Final
Sub-County Place,Bodega Bay CDP,2003,Annual,800,700,0,3.8%,N,Final
Sub-County Place,Bodfish CDP,2003,Annual,700,600,100,12.5%,N,Final
Sub-County Place,Bonadelle Ranchos-Madera Ranchos CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Bonita CDP,2003,Annual,"6,300","6,100",300,4.1%,N,Final
Sub-County Place,Bootjack CDP,2003,Annual,700,600,100,7.6%,N,Final
Sub-County Place,Boron CDP,2003,Annual,"1,000",900,100,9.1%,N,Final
Sub-County Place,Boronda CDP,2003,Annual,700,700,100,10%,N,Final
Sub-County Place,Bostonia CDP,2003,Annual,"7,600","7,000",500,7.2%,N,Final
Sub-County Place,Boulder Creek CDP,2003,Annual,"2,700","2,500",200,9%,N,Final
Sub-County Place,Boyes Hot Springs CDP,2003,Annual,"3,500","3,400",200,5.4%,N,Final
Sub-County Place,Bradbury city,2003,Annual,500,500,0,4.1%,N,Final
Sub-County Place,Bradley CDP,2003,Annual,100,100,0,0%,N,Final
Sub-County Place,Brawley city,2003,Annual,"10,000","8,300","1,700",17.3%,N,Final
Sub-County Place,Brea city,2003,Annual,"20,800","20,100",700,3.2%,N,Final
Sub-County Place,Brentwood city,2003,Annual,"10,600","10,000",600,5.3%,N,Final
Sub-County Place,Bret Harte CDP,2003,Annual,"1,800","1,500",300,16.8%,N,Final
Sub-County Place,Brisbane city,2003,Annual,"2,200","2,000",200,10.2%,N,Final
Sub-County Place,Broadmoor CDP,2003,Annual,"2,100","1,900",200,9.2%,N,Final
Sub-County Place,Bucks Lake CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Buellton city,2003,Annual,"2,200","2,100",100,3.6%,N,Final
Sub-County Place,Buena Park city,2003,Annual,"40,500","38,100","2,400",6%,N,Final
Sub-County Place,Buena Vista CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Burbank city,2003,Annual,"58,700","55,400","3,300",5.6%,N,Final
Sub-County Place,Burlingame city,2003,Annual,"15,400","14,700",600,4.2%,N,Final
Sub-County Place,Burney CDP,2003,Annual,"1,500","1,400",100,9.5%,N,Final
Sub-County Place,Buttonwillow CDP,2003,Annual,600,500,100,13%,N,Final
Sub-County Place,Byron CDP,2003,Annual,400,400,0,4.1%,N,Final
Sub-County Place,Bystrom CDP,2003,Annual,"2,000","1,600",500,24%,N,Final
Sub-County Place,Cabazon CDP,2003,Annual,900,800,200,17.5%,N,Final
Sub-County Place,Calabasas city,2003,Annual,"11,900","11,500",400,3.1%,N,Final
Sub-County Place,Calexico city,2003,Annual,"11,600","9,500","2,000",17.5%,N,Final
Sub-County Place,California City city,2003,Annual,"4,200","3,900",300,8%,N,Final
Sub-County Place,Calimesa city,2003,Annual,"3,600","3,400",200,4.9%,N,Final
Sub-County Place,Calipatria city,2003,Annual,"1,300","1,100",200,16.6%,N,Final
Sub-County Place,Calistoga city,2003,Annual,"2,900","2,800",100,3.8%,N,Final
Sub-County Place,Calwa CDP,2003,Annual,300,300,0,12.4%,N,Final
Sub-County Place,Camarillo city,2003,Annual,"30,600","29,300","1,200",4.1%,N,Final
Sub-County Place,Cambria CDP,2003,Annual,"3,300","3,200",100,3.3%,N,Final
Sub-County Place,Cameron Park CDP,2003,Annual,"8,600","8,300",300,3.8%,N,Final
Sub-County Place,Campbell city,2003,Annual,"21,600","20,100","1,500",7.1%,N,Final
Sub-County Place,Cantua Creek CDP,2003,Annual,300,200,0,14.1%,N,Final
Sub-County Place,Canyon Lake city,2003,Annual,"5,600","5,400",200,3.9%,N,Final
Sub-County Place,Canyondam CDP,2003,Annual,0,0,0,50.9%,N,Final
Sub-County Place,Capitola city,2003,Annual,"6,400","6,100",300,4.3%,N,Final
Sub-County Place,Carlsbad city,2003,Annual,"45,000","43,400","1,500",3.4%,N,Final
Sub-County Place,Carmel Valley Village CDP,2003,Annual,"3,200","3,100",100,3.2%,N,Final
Sub-County Place,Carmel-by-the-Sea city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Carmichael CDP,2003,Annual,"28,400","27,100","1,300",4.5%,N,Final
Sub-County Place,Carpinteria city,2003,Annual,"8,200","8,000",200,2.5%,N,Final
Sub-County Place,Carson city,2003,Annual,"44,600","41,400","3,100",7%,N,Final
Sub-County Place,Cartago CDP,2003,Annual,100,100,0,16.3%,N,Final
Sub-County Place,Caruthers CDP,2003,Annual,"1,100","1,000",100,9%,N,Final
Sub-County Place,Casa Conejo CDP,2003,Annual,"1,800","1,800",100,4.5%,N,Final
Sub-County Place,Casa de Oro-Mount Helix CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Castro Valley CDP,2003,Annual,"30,900","29,700","1,200",4%,N,Final
Sub-County Place,Castroville CDP,2003,Annual,"3,300","2,700",600,17.2%,N,Final
Sub-County Place,Cathedral City city,2003,Annual,"22,300","20,900","1,400",6.3%,N,Final
Sub-County Place,Cayucos CDP,2003,Annual,"1,600","1,600",0,2.7%,N,Final
Sub-County Place,Ceres city,2003,Annual,"17,200","15,100","2,100",12.4%,N,Final
Sub-County Place,Cerritos city,2003,Annual,"28,400","27,400","1,100",3.7%,N,Final
Sub-County Place,Challenge-Brownsville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Channel Islands Beach CDP,2003,Annual,"2,200","2,100",200,7.4%,N,Final
Sub-County Place,Charter Oak CDP,2003,Annual,"5,200","5,000",200,3.3%,N,Final
Sub-County Place,Cherry Valley CDP,2003,Annual,"2,800","2,700",200,5.8%,N,Final
Sub-County Place,Cherryland CDP,2003,Annual,"6,600","5,900",700,10%,N,Final
Sub-County Place,Chester CDP,2003,Annual,"1,300","1,200",100,6.4%,N,Final
Sub-County Place,Chico city,2003,Annual,"32,200","30,000","2,300",7%,N,Final
Sub-County Place,Chilcoot-Vinton CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,China Lake Acres CDP,2003,Annual,800,700,100,10.1%,N,Final
Sub-County Place,Chinese Camp CDP,2003,Annual,100,100,0,14.1%,N,Final
Sub-County Place,Chino city,2003,Annual,"32,600","30,800","1,800",5.5%,N,Final
Sub-County Place,Chino Hills city,2003,Annual,"38,100","36,900","1,200",3%,N,Final
Sub-County Place,Chowchilla city,2003,Annual,"3,700","3,300",400,11.8%,N,Final
Sub-County Place,Chualar CDP,2003,Annual,700,600,200,23.6%,N,Final
Sub-County Place,Chula Vista city,2003,Annual,"85,000","79,800","5,200",6.1%,N,Final
Sub-County Place,Citrus CDP,2003,Annual,"5,400","5,000",300,6.5%,N,Final
Sub-County Place,Citrus Heights city,2003,Annual,"49,200","47,200","2,000",4%,N,Final
Sub-County Place,Claremont city,2003,Annual,"16,200","15,600",600,3.6%,N,Final
Sub-County Place,Clayton city,2003,Annual,"6,200","6,200",100,1.4%,N,Final
Sub-County Place,Clear Creek CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Clearlake city,2003,Annual,"4,500","3,900",600,13.5%,N,Final
Sub-County Place,Clearlake Oaks CDP,2003,Annual,700,600,100,14.1%,N,Final
Sub-County Place,Clio CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Cloverdale city,2003,Annual,"3,600","3,300",300,8.4%,N,Final
Sub-County Place,Clovis city,2003,Annual,"40,000","37,500","2,500",6.2%,N,Final
Sub-County Place,Clyde CDP,2003,Annual,400,400,0,3.8%,N,Final
Sub-County Place,Coachella city,2003,Annual,"10,000","8,900","1,100",10.6%,N,Final
Sub-County Place,Coalinga city,2003,Annual,"5,500","4,800",700,12.7%,N,Final
Sub-County Place,Cobb CDP,2003,Annual,"1,000",900,100,8%,N,Final
Sub-County Place,Colfax city,2003,Annual,900,800,100,7.4%,N,Final
Sub-County Place,Colton city,2003,Annual,"23,100","21,600","1,600",6.8%,N,Final
Sub-County Place,Columbia CDP,2003,Annual,"1,100","1,000",100,9%,N,Final
Sub-County Place,Colusa city,2003,Annual,"2,900","2,600",300,9.9%,N,Final
Sub-County Place,Commerce city,2003,Annual,"5,200","4,500",700,13.6%,N,Final
Sub-County Place,Compton city,2003,Annual,"34,600","30,400","4,200",12.2%,N,Final
Sub-County Place,Concord city,2003,Annual,"67,700","63,200","4,400",6.6%,N,Final
Sub-County Place,Concow CDP,2003,Annual,500,400,0,9.8%,N,Final
Sub-County Place,Copperopolis CDP,2003,Annual,"1,200","1,200",100,5.4%,N,Final
Sub-County Place,Corcoran city,2003,Annual,"4,000","3,500",500,12.4%,N,Final
Sub-County Place,Corning city,2003,Annual,"2,900","2,700",300,9%,N,Final
Sub-County Place,Corona city,2003,Annual,"72,600","69,200","3,400",4.7%,N,Final
Sub-County Place,Coronado city,2003,Annual,"8,200","8,000",300,3.2%,N,Final
Sub-County Place,Corralitos CDP,2003,Annual,"1,500","1,500",0,1%,N,Final
Sub-County Place,Corte Madera town,2003,Annual,"5,100","4,900",200,3.4%,N,Final
Sub-County Place,Costa Mesa city,2003,Annual,"64,300","61,600","2,700",4.2%,N,Final
Sub-County Place,Cotati city,2003,Annual,"3,900","3,700",200,5.7%,N,Final
Sub-County Place,Coto de Caza CDP,2003,Annual,"6,700","6,600",100,2%,N,Final
Sub-County Place,Cottonwood CDP,2003,Annual,"1,600","1,500",100,9%,N,Final
Sub-County Place,Country Club CDP,2003,Annual,"4,800","4,500",400,7.4%,N,Final
Sub-County Place,Covelo CDP,2003,Annual,500,400,100,12.8%,N,Final
Sub-County Place,Covina city,2003,Annual,"25,300","24,000","1,200",4.8%,N,Final
Sub-County Place,Crescent City city,2003,Annual,"1,400","1,300",200,10.8%,N,Final
Sub-County Place,Crescent Mills CDP,2003,Annual,100,100,0,8.6%,N,Final
Sub-County Place,Crestline CDP,2003,Annual,"5,900","5,600",300,5.6%,N,Final
Sub-County Place,Creston CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,C-Road CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Crockett CDP,2003,Annual,"2,200","1,900",300,12.4%,N,Final
Sub-County Place,Cromberg CDP,2003,Annual,100,100,0,15.9%,N,Final
Sub-County Place,Cudahy city,2003,Annual,"9,400","8,500",900,9.8%,N,Final
Sub-County Place,Culver City city,2003,Annual,"23,900","22,800","1,100",4.7%,N,Final
Sub-County Place,Cupertino city,2003,Annual,"23,400","22,100","1,200",5.3%,N,Final
Sub-County Place,Cutler CDP,2003,Annual,"2,200","1,500",700,30.3%,N,Final
Sub-County Place,Cypress city,2003,Annual,"26,200","24,900","1,300",5%,N,Final
Sub-County Place,Daly City city,2003,Annual,"52,500","48,700","3,800",7.2%,N,Final
Sub-County Place,Dana Point city,2003,Annual,"21,600","20,900",700,3.4%,N,Final
Sub-County Place,Danville town,2003,Annual,"22,900","22,100",700,3.1%,N,Final
Sub-County Place,Darwin CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Davis city,2003,Annual,"36,500","35,000","1,500",4%,N,Final
Sub-County Place,Day Valley CDP,2003,Annual,"2,000","1,900",100,5.4%,N,Final
Sub-County Place,Deer Park CDP,2003,Annual,900,900,0,1.5%,N,Final
Sub-County Place,Del Aire CDP,2003,Annual,"4,800","4,600",200,3.7%,N,Final
Sub-County Place,Del Mar city,2003,Annual,"2,900","2,800",100,2.6%,N,Final
Sub-County Place,Del Monte Forest CDP,2003,Annual,"2,200","2,200",100,2.3%,N,Final
Sub-County Place,Del Rey CDP,2003,Annual,500,300,100,28.9%,N,Final
Sub-County Place,Del Rey Oaks city,2003,Annual,"1,100","1,100",0,2.2%,N,Final
Sub-County Place,Delano city,2003,Annual,"15,300","11,200","4,100",26.9%,N,Final
Sub-County Place,Delhi CDP,2003,Annual,"3,800","3,500",300,7.3%,N,Final
Sub-County Place,Delleker CDP,2003,Annual,300,300,0,10%,N,Final
Sub-County Place,Denair CDP,2003,Annual,"1,900","1,800",100,5.3%,N,Final
Sub-County Place,Derby Acres CDP,2003,Annual,200,200,0,10.2%,N,Final
Sub-County Place,Desert Hot Springs city,2003,Annual,"7,800","7,100",700,9.4%,N,Final
Sub-County Place,Desert View Highlands CDP,2003,Annual,900,800,100,9.6%,N,Final
Sub-County Place,Diablo CDP,2003,Annual,500,500,0,3.2%,N,Final
Sub-County Place,Diamond Bar city,2003,Annual,"31,600","30,100","1,600",4.9%,N,Final
Sub-County Place,Diamond Springs CDP,2003,Annual,"2,300","2,100",200,7.3%,N,Final
Sub-County Place,Dinuba city,2003,Annual,"8,500","7,000","1,500",18.2%,N,Final
Sub-County Place,Discovery Bay CDP,2003,Annual,"4,900","4,700",200,4.3%,N,Final
Sub-County Place,Dixon city,2003,Annual,"8,700","8,200",400,5%,N,Final
Sub-County Place,Dixon Lane-Meadow Creek CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Dollar Point CDP,2003,Annual,"1,100","1,100",100,5.9%,N,Final
Sub-County Place,Dorrington CDP,2003,Annual,300,300,0,0%,N,Final
Sub-County Place,Dos Palos city,2003,Annual,"1,900","1,600",300,15.8%,N,Final
Sub-County Place,Downey city,2003,Annual,"52,400","49,500","2,900",5.5%,N,Final
Sub-County Place,Duarte city,2003,Annual,"11,200","10,700",500,4.8%,N,Final
Sub-County Place,Dublin city,2003,Annual,"15,400","14,800",600,4.1%,N,Final
Sub-County Place,Ducor CDP,2003,Annual,300,200,100,19%,N,Final
Sub-County Place,Dunsmuir city,2003,Annual,700,600,100,11.8%,N,Final
Sub-County Place,Durham CDP,2003,Annual,"2,900","2,800",100,2.9%,N,Final
Sub-County Place,Dustin Acres CDP,2003,Annual,300,300,0,0%,N,Final
Sub-County Place,Earlimart CDP,2003,Annual,"2,800","1,800","1,000",34.9%,N,Final
Sub-County Place,East Foothills CDP,2003,Annual,"4,100","3,700",400,10.3%,N,Final
Sub-County Place,East Hemet CDP,2003,Annual,"7,400","6,900",500,6.8%,N,Final
Sub-County Place,East Los Angeles CDP,2003,Annual,"48,100","43,300","4,800",10%,N,Final
Sub-County Place,East Oakdale CDP,2003,Annual,"1,800","1,700",100,4%,N,Final
Sub-County Place,East Orosi CDP,2003,Annual,200,100,0,21.2%,N,Final
Sub-County Place,East Palo Alto city,2003,Annual,"12,600","10,900","1,800",13.9%,N,Final
Sub-County Place,East Pasadena CDP,2003,Annual,"3,200","3,000",100,4.7%,N,Final
Sub-County Place,East Porterville CDP,2003,Annual,"3,400","2,800",600,17%,N,Final
Sub-County Place,East Quincy CDP,2003,Annual,"1,400","1,300",100,10.5%,N,Final
Sub-County Place,East Richmond Heights CDP,2003,Annual,"2,000","1,900",100,7.4%,N,Final
Sub-County Place,East San Gabriel CDP,2003,Annual,"8,100","7,700",300,4.2%,N,Final
Sub-County Place,East Shore CDP,2003,Annual,100,100,0,14.8%,N,Final
Sub-County Place,East Sonora CDP,2003,Annual,800,800,0,4.3%,N,Final
Sub-County Place,Easton CDP,2003,Annual,"1,000",900,100,9%,N,Final
Sub-County Place,Eastvale city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Edwards AFB CDP,2003,Annual,"1,200","1,100",100,8.5%,N,Final
Sub-County Place,El Cajon city,2003,Annual,"48,600","45,200","3,500",7.1%,N,Final
Sub-County Place,El Centro city,2003,Annual,"17,100","14,600","2,500",14.6%,N,Final
Sub-County Place,El Cerrito CDP,2003,Annual,"2,500","2,300",200,7.4%,N,Final
Sub-County Place,El Cerrito city,2003,Annual,"13,600","12,900",700,5.4%,N,Final
Sub-County Place,El Dorado Hills CDP,2003,Annual,"10,100","9,800",300,3.3%,N,Final
Sub-County Place,El Granada CDP,2003,Annual,"3,300","3,200",100,4%,N,Final
Sub-County Place,El Monte city,2003,Annual,"49,800","45,500","4,300",8.7%,N,Final
Sub-County Place,El Paso de Robles (Paso Robles) city,2003,Annual,"12,000","11,300",700,5.6%,N,Final
Sub-County Place,El Rio CDP,2003,Annual,"2,700","2,600",100,3%,N,Final
Sub-County Place,El Segundo city,2003,Annual,"10,700","10,300",400,3.3%,N,Final
Sub-County Place,El Sobrante CDP (Contra Costa County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,El Verano CDP,2003,Annual,"2,400","2,300",200,7.3%,N,Final
Sub-County Place,Elk Grove city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Elkhorn CDP,2003,Annual,"1,000","1,000",100,5%,N,Final
Sub-County Place,Elmira CDP,2003,Annual,100,100,0,14.8%,N,Final
Sub-County Place,Emeryville city,2003,Annual,"4,500","4,300",200,4.8%,N,Final
Sub-County Place,Empire CDP,2003,Annual,"1,600","1,300",300,18.7%,N,Final
Sub-County Place,Encinitas city,2003,Annual,"36,500","35,200","1,300",3.6%,N,Final
Sub-County Place,Escalon city,2003,Annual,"3,300","3,000",300,8.4%,N,Final
Sub-County Place,Escondido city,2003,Annual,"67,900","64,200","3,700",5.4%,N,Final
Sub-County Place,Esparto CDP,2003,Annual,900,800,100,6.8%,N,Final
Sub-County Place,Etna city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Eucalyptus Hills CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Eureka city,2003,Annual,"11,800","10,900",900,7.3%,N,Final
Sub-County Place,Exeter city,2003,Annual,"4,600","4,200",400,7.9%,N,Final
Sub-County Place,Fair Oaks CDP,2003,Annual,"16,900","16,400",500,3.1%,N,Final
Sub-County Place,Fairbanks Ranch CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fairfax town,2003,Annual,"4,600","4,200",400,8.3%,N,Final
Sub-County Place,Fairfield city,2003,Annual,"47,100","43,900","3,200",6.9%,N,Final
Sub-County Place,Fairmead CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fairview CDP,2003,Annual,"5,300","5,000",200,4.2%,N,Final
Sub-County Place,Fall River Mills CDP,2003,Annual,300,200,0,4%,N,Final
Sub-County Place,Fallbrook CDP,2003,Annual,"13,500","12,600",900,6.6%,N,Final
Sub-County Place,Farmersville city,2003,Annual,"4,000","3,400",600,15.1%,N,Final
Sub-County Place,Farmington CDP,2003,Annual,100,100,0,14.6%,N,Final
Sub-County Place,Fellows CDP,2003,Annual,100,0,0,17.6%,N,Final
Sub-County Place,Felton CDP,2003,Annual,600,600,0,0%,N,Final
Sub-County Place,Ferndale city,2003,Annual,700,700,0,1.3%,N,Final
Sub-County Place,Fetters Hot Springs-Agua Caliente CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fiddletown CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fieldbrook CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fields Landing CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fillmore city,2003,Annual,"6,300","5,800",500,8%,N,Final
Sub-County Place,Firebaugh city,2003,Annual,"2,600","2,100",500,20.7%,N,Final
Sub-County Place,Fish Camp CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Florence-Graham CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Florin CDP,2003,Annual,"11,800","10,700","1,100",9.4%,N,Final
Sub-County Place,Floriston CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Flournoy CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Folsom city,2003,Annual,"26,800","26,100",700,2.6%,N,Final
Sub-County Place,Fontana city,2003,Annual,"57,900","54,200","3,800",6.5%,N,Final
Sub-County Place,Foothill Farms CDP,2003,Annual,"9,100","8,400",700,8.1%,N,Final
Sub-County Place,Forbestown CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Ford City CDP,2003,Annual,"1,500","1,300",300,16.9%,N,Final
Sub-County Place,Forest Meadows CDP,2003,Annual,600,600,100,9%,N,Final
Sub-County Place,Forest Ranch CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Foresthill CDP,2003,Annual,"1,200","1,100",100,8.6%,N,Final
Sub-County Place,Forestville CDP,2003,Annual,"1,400","1,400",100,4.2%,N,Final
Sub-County Place,Fort Bidwell CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fort Bragg city,2003,Annual,"3,500","3,300",300,7.6%,N,Final
Sub-County Place,Fort Irwin CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fort Jones city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fort Washington CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fortuna city,2003,Annual,"4,700","4,400",300,6%,N,Final
Sub-County Place,Foster City city,2003,Annual,"16,100","15,400",700,4.2%,N,Final
Sub-County Place,Fountain Valley city,2003,Annual,"31,800","30,500","1,200",3.9%,N,Final
Sub-County Place,Fowler city,2003,Annual,"2,000","1,700",300,13.3%,N,Final
Sub-County Place,Franklin CDP (Merced County),2003,Annual,0,0,0,0%,N,Final
